Randomizer Version: 4.1.0
Random Seed: 240989149044460
Settings String: 314WQMBDgLuAfEB9AGSAAIeIQgBagYANABAAR8aEgAAAAAABAKIMgQywYsICTIGBgAyE1Bva2Vtb24gQmxhY2sgMiAoVSmlUnh848M4ig==

--Randomized Evolutions--
Bulbasaur       -> Lotad          
133|Eevee        |PSYCHIC          |  67|  58|  43|  45|  50|  62|Swift Swim  |--          |Friend Guard|Wide Lens (dark grass only)
134|Vaporeon     |GHOST/ELECTRIC   |  61| 112| 114|  64|  63| 110|Motor Drive |--          |Rock Head   |Pamtre Berry (common), Choice Specs (rare), Focus Band (dark grass only)
135|Jolteon      |NORMAL/FIGHTING  |  56|  86|  99|  76| 137|  71|Contrary    |--          |Poison Heal |Persim Berry (common), Sticky Barb (rare)
136|Flareon      |FIGHTING/GHOST   | 193| 107|  63|  82|  39|  42|Toxic Boost |--          |Anticipation|Greet Mail (dark grass only)
137|Porygon      |PSYCHIC          |  59|  63|  66|  91|  79|  37|Sniper      |Unburden    |Sturdy      |Macho Brace (common), Burn Drive (rare)
138|Omanyte      |ROCK/GHOST       |  71| 101|  30|  23|  74|  57|Stall       |--          |Moxie       |Green Shard (rare)
139|Omastar      |ROCK/GHOST       |  77| 134| 111|  78|  17|  78|Download    |Sniper      |Leaf Guard  |Magost Berry (common), Shuca Berry (rare), Dusk Stone (dark grass only)
140|Kabuto       |GHOST            |  89|  81|  77|  44|  18|  47|Sap Sipper  |Plus        |Stall       |RageCandyBar (common), Soothe Bell (rare)
141|Kabutops     |GHOST            |  81|  54|  17| 169|  34| 141|Turboblaze  |Poison Point|Aftermath   |
142|Aerodactyl   |FIGHTING/FLYING  |  68| 135| 142|  43|  93|  34|Speed Boost |Flash Fire  |Defiant     |White Flute (dark grass only)
143|Snorlax      |PSYCHIC/ICE      |  97|  68| 143|  37| 100|  96|Dry Skin    |Justified   |Shed Skin   |DeepSeaTooth (100%)
144|Articuno     |ROCK             |  64|  18| 179|  89|  72| 158|Unaware     |Defeatist   |Damp        |Red Shard (common), Relic Vase (rare), Blue Shard (dark grass only)
145|Zapdos       |NORMAL           | 157|  85|  24| 155|  33| 127|Solid Rock  |Honey Gather|Pickup      |TinyMushroom (dark grass only)
146|Moltres      |DARK/GHOST       | 160|  64|  61| 119|  32| 145|Poison Point|--          |Vital Spirit|Chilan Berry (common), Casteliacone (dark grass only)
147|Dratini      |GRASS/BUG        |  52|  45|  46|  44|  91|  22|Adaptability|--          |Storm Drain |
148|Dragonair    |GRASS/BUG        | 109|  64|  90|  44|  95|  19|Marvel Scale|Insomnia    |Sniper      |Super Repel (dark grass only)
149|Dragonite    |GRASS/BUG        |  76| 145| 170|  17|  90| 101|Infiltrator |Rock Head   |Oblivious   |Dread Plate (dark grass only)
150|Mewtwo       |ICE              | 210| 120|  68| 174|  83|  24|Stall       |--          |Sheer Force |Miracle Seed (dark grass only)
151|Mew          |BUG/NORMAL       |  86|  23|  82|  52| 197| 159|Clear Body  |Snow Cloak  |Technician  |BrightPowder (100%)
152|Chikorita    |PSYCHIC          |  82|  19|  65|  58|  36|  58|Frisk       |Shell Armor |Drought     |Max Repel (rare)
153|Bayleef      |PSYCHIC          |  28| 124|  87|  87|  11|  67|Unaware     |--          |Healer      |
154|Meganium     |PSYCHIC          | 140|  25| 143|  29|  29| 159|Defeatist   |Torrent     |Plus        |
155|Cyndaquil    |ELECTRIC         |  43|  87|  57|  89|  13|  20|Solar Power |--          |Water Veil  |Cover Fossil (dark grass only)
156|Quilava      |ELECTRIC         |  61|  54|  71|  67| 102|  50|Ice Body    |Clear Body  |Static      |Ring Target (common), Mental Herb (rare), Griseous Orb (dark grass only)
157|Typhlosion   |ELECTRIC         | 138|  30|  64| 111|  60| 131|Cute Charm  |Rock Head   |Rattled     |
158|Totodile     |ROCK             |  59|  60|  12|  19|  96|  68|Sap Sipper  |Snow Warning|Forecast    |Tanga Berry (common), Power Lens (rare), Cover Fossil (dark grass only)
159|Croconaw     |ROCK             |  40|  91|  83|  22|  76|  93|Snow Cloak  |Sturdy      |Moxie       |
160|Feraligatr   |ROCK             |  52| 119| 109|  29|  99| 122|Snow Cloak  |Sturdy      |Moxie       |Passho Berry (rare)
161|Sentret      |POISON/FIRE      |  23|  18|  62|  51|  44|  17|Iron Fist   |Sand Stream |Torrent     |Rock Incense (common), Power Band (rare), PP Max (dark grass only)
162|Furret       |POISON/FIRE      |  80|  54|  93|  26| 112|  49|Reckless    |Magic Guard |Rattled     |Big Mushroom (rare), Poké Doll (dark grass only)
163|Hoothoot     |BUG              |  38|  27|  67|  49|  18|  63|White Smoke |Hydration   |Sniper      |BridgeMail M (100%)
164|Noctowl      |BUG              |  64|  46| 113|  83|  30| 106|White Smoke |Hydration   |Sniper      |Thick Club (common), Ether (dark grass only)
165|Ledyba       |DARK/NORMAL      |  51|  55|  50|  36|  44|  28|Shadow Tag  |Insomnia    |Sniper      |Stardust (rare), Shoal Shell (dark grass only)
166|Ledian       |DARK/NORMAL      |  76|  98|  37|  11| 140|  28|Unnerve     |Toxic Boost |Blaze       |Calcium (common), Icicle Plate (rare)
167|Spinarak     |BUG/ICE          |  64|  55|  51|  18|  41|  20|Cursed Body |--          |Defeatist   |Lustrous Orb (dark grass only)
168|Ariados      |BUG/ICE          | 100|  86|  80|  28|  64|  31|Cursed Body |--          |Defeatist   |
169|Crobat       |FLYING/PSYCHIC   |  73|  38|  38| 122|  51| 213|Sand Rush   |--          |Sheer Force |Nanab Berry (common), Meadow Plate (dark grass only)
170|Chinchou     |POISON/FLYING    | 102|  47|  24|  47|  52|  58|Mummy       |--          |Klutz       |
171|Lanturn      |POISON/FLYING    |  55|  28|  95|  99| 127|  56|Defiant     |Weak Armor  |Pickup      |
172|Pichu        |PSYCHIC          |  39|  37|  30|  37|  20|  42|Poison Touch|--          |Own Tempo   |Dragon Fang (common), Blue Scarf (rare)
173|Cleffa       |ROCK/ELECTRIC    |  40|  25|  57|  18|  64|  15|Ice Body    |--          |Scrappy     |Sun Stone (common)
174|Igglybuff    |FLYING           |  25|  36|  33|  41|  59|  17|Unnerve     |--          |Torrent     |Chill Drive (common), BlackGlasses (rare)
175|Togepi       |FLYING           |  17|  51|  33|  80|  24|  40|Torrent     |Skill Link  |Own Tempo   |Old Gateau (rare)
176|Togetic      |FLYING/PSYCHIC   |  92| 114|  38| 104|  17|  40|Telepathy   |Multitype   |Tinted Lens |Repeat Ball (rare), Stone Plate (dark grass only)
177|Natu         |PSYCHIC/GROUND   | 100|  34|  21|  51|  90|  24|Big Pecks   |--          |Stench      |
178|Xatu         |PSYCHIC/GROUND   |  68|  82|  73| 151|  26|  70|Sheer Force |--          |Cursed Body |Mental Herb (rare), Cheri Berry (dark grass only)
179|Mareep       |ROCK/DARK        |  35|  50| 103|  11|  15|  66|Serene Grace|--          |Water Veil  |Honey (rare), Wise Glasses (dark grass only)
180|Flaaffy      |ROCK/DARK        | 102|  97|  38|  79|  17|  33|Analytic    |--          |Reckless    |Icicle Plate (dark grass only)
181|Ampharos     |ROCK/DARK        |  39|  67|  96|  61|  87| 150|Sand Rush   |--          |Forecast    |Relic Gold (common), Choice Band (rare), Amulet Coin (dark grass only)
182|Bellossom    |BUG/DARK         |  96|  85|  28| 100|  86|  85|Swift Swim  |--          |Stall       |Zoom Lens (dark grass only)
183|Marill       |NORMAL           |  66|  38|  32|  55|  32|  27|Serene Grace|--          |Sand Force  |
184|Azumarill    |NORMAL           | 110|  40|  36| 112|  24|  88|Unnerve     |Gluttony    |Sniper      |
185|Sudowoodo    |FLYING/GROUND    |  38|  11| 111|  56|  74| 120|Levitate    |--          |Battle Armor|Bug Gem (rare)
186|Politoed     |FLYING/DRAGON    |  81|  90|  83|  41|  98| 107|Sticky Hold |Iron Barbs  |Cute Charm  |Greet Mail (dark grass only)
187|Hoppip       |ICE              |  87|  15|  60|  27|  23|  39|Storm Drain |--          |Volt Absorb |Red Scarf (dark grass only)
188|Skiploom     |ICE              | 118|  20|  81|  37|  31|  53|Storm Drain |--          |Volt Absorb |
189|Jumpluff     |ICE              | 120|  42| 125|  53|  34|  77|Frisk       |Vital Spirit|Mummy       |Iron (common), Yellow Shard (rare)
190|Aipom        |ELECTRIC/GROUND  | 105|  37|  89|  48|  52|  28|Wonder Skin |--          |Overcoat    |
191|Sunkern      |FIRE             |  46|  41|  18|  27|  24|  24|Snow Warning|--          |Rock Head   |Max Repel (rare), Figy Berry (dark grass only)
192|Sunflora     |FIRE             |  79| 120|  36|  40|  62|  88|Forewarn    |--          |Plus        |Razz Berry (common)
193|Yanma        |NORMAL/FLYING    |  53|  28|  28|  89|  37| 156|Sand Rush   |--          |Sheer Force |Miracle Seed (rare), Green Shard (dark grass only)
194|Wooper       |NORMAL           |  44|  14|  54|  21|  23|  54|Truant      |--          |Sand Stream |Rare Candy (dark grass only)
195|Quagsire     |NORMAL/FIGHTING  | 117|  76|  51|  90|  66|  29|Swarm       |Unburden    |Friend Guard|Focus Sash (dark grass only)
196|Espeon       |GROUND           | 126|  83|  69| 117|  23| 107|Sand Stream |Gluttony    |Water Absorb|
197|Umbreon      |NORMAL/POISON    |  79| 154|  95|  21| 100|  76|Tangled Feet|--          |Aftermath   |
198|Murkrow      |STEEL            |  61|  94| 126|  91|  20|  13|Water Absorb|--          |Anticipation|Rare Bone (common), Oval Stone (dark grass only)
199|Slowking     |GHOST/ELECTRIC   |  38|  78|  83| 165|  87|  38|Klutz       |Poison Point|Rain Dish   |Sticky Barb (dark grass only)
200|Misdreavus   |ELECTRIC/PSYCHIC | 127|  45| 108|  58|  63|  34|Wonder Skin |--          |Overcoat    |
201|Unown        |ROCK             |  79|  66|  38|  48|  45|  59|Overgrow    |--          |Regenerator |
202|Wobbuffet    |WATER/FIGHTING   |  87|  77|  42|  62|  42|  93|Solar Power |--          |Slow Start  |
203|Girafarig    |GRASS            | 117|  64|  40|  65|  57| 112|Bad Dreams  |Slow Start  |Unaware     |
204|Pineco       |DARK/NORMAL      |  63|  36|  50|  33|  48|  60|Stall       |Regenerator |Turboblaze  |
205|Forretress   |DARK/NORMAL      | 159|  33| 133|  95|  26|  20|Mummy       |--          |Rivalry     |
206|Dunsparce    |GHOST/FIGHTING   | 104|  94|  90|  51|  21|  55|Sap Sipper  |Plus        |Stall       |
207|Gligar       |STEEL            | 106|  69| 119|  21|  64|  51|Volt Absorb |--          |Immunity    |Damp Rock (100%)
208|Steelix      |FLYING/ELECTRIC  |  67| 124| 116|  74|  56|  72|Lightningrod|--          |Oblivious   |Cover Fossil (common), Flame Orb (rare)
209|Snubbull     |DARK             |  51|  54|  51|  56|  11|  77|Justified   |--          |Normalize   |
210|Granbull     |DARK             |  53|  96| 125|  27|  68|  82|Heatproof   |--          |Tangled Feet|
211|Qwilfish     |GHOST/GROUND     | 108|  26|  91|  86|  76|  42|Speed Boost |--          |Klutz       |Bug Gem (rare), Awakening (dark grass only)
212|Scizor       |ELECTRIC/FIRE    |  29|  44| 156| 143|  50|  79|Defeatist   |Skill Link  |Heatproof   |Premier Ball (common), Iron Plate (rare), Soothe Bell (dark grass only)
213|Shuckle      |FLYING           | 102|  52|  60|  91| 124|  75|Pressure    |Poison Touch|Infiltrator |Elixir (100%)
214|Heracross    |FIGHTING/GHOST   | 129|  68|  27| 111|  61| 105|Speed Boost |Multiscale  |Hyper Cutter|Adamant Orb (dark grass only)
215|Sneasel      |FIGHTING         |  97|  90|  43|  36|  83|  80|Heatproof   |--          |Intimidate  |
216|Teddiursa    |GRASS            |  56|  59|  77|  86|  28|  25|Tinted Lens |--          |Effect Spore|
217|Ursaring     |GRASS            |  85|  90| 116| 130|  42|  37|Tinted Lens |--          |Effect Spore|
218|Slugma       |FIRE/GROUND      |  72|  28|  19|  49|  63|  19|Normalize   |Justified   |Sap Sipper  |Gooey Mulch (dark grass only)
219|Magcargo     |FIRE/GROUND      |  59| 104|  80|  54|  42|  72|Magic Guard |--          |Anger Point |Hard Stone (common), Lax Incense (rare)
220|Swinub       |POISON           |  47|  36|  27|  60|  28|  52|Illuminate  |No Guard    |Stench      |Ganlon Berry (common)
221|Piloswine    |POISON/FLYING    |  40|  77| 105|  77|  82|  69|Simple      |Teravolt    |Ice Body    |
222|Corsola      |GRASS/FIGHTING   |  26|  95|  67|  93|  53|  45|Speed Boost |Sticky Hold |Technician  |
223|Remoraid     |DARK/STEEL       |  26|  90|  14|  42|  52|  77|Scrappy     |Keen Eye    |Magic Guard |Rock Gem (rare)
224|Octillery    |DARK/STEEL       | 101|  49|  85|  67| 104|  74|Tangled Feet|--          |Gluttony    |
225|Delibird     |FIRE/GROUND      |  57|  84|  71|  37|  34|  47|Drought     |--          |Minus       |Max Repel (rare)
226|Mantine      |ROCK             |  36|  68| 105|  98|  97|  61|Super Luck  |--          |Storm Drain |
227|Skarmory     |GRASS/FIGHTING   |  81|  70|  71|  68| 141|  34|Adaptability|--          |Storm Drain |Poké Toy (rare)
228|Houndour     |STEEL            |  44|  90|  32|  47|  93|  24|Solar Power |--          |Leaf Guard  |
229|Houndoom     |STEEL/ROCK       |  22|  78|  91|  56| 120| 132|Magnet Pull |--          |Compoundeyes|Yellow Scarf (common)
230|Kingdra      |FIRE             | 149|  60|  92| 124|  33|  82|Heavy Metal |Pickup      |Chlorophyll |
231|Phanpy       |NORMAL           |  60|  85|  26|  68|  27|  64|Illuminate  |--          |Inner Focus |Qualot Berry (dark grass only)
232|Donphan      |NORMAL           |  49| 110|  26| 135|  51| 129|Shield Dust |Toxic Boost |Imposter    |Protein (rare), Luck Incense (dark grass only)
233|Porygon2     |PSYCHIC/STEEL    |  91| 108|  94|  78|  41| 102|Volt Absorb |--          |Pickpocket  |Luck Incense (common), Lansat Berry (dark grass only)
234|Stantler     |ICE              | 101|  40|  71|  36| 107| 109|Static      |Own Tempo   |Flame Body  |Payapa Berry (dark grass only)
235|Smeargle     |ELECTRIC/FIGHTING|  47|  54|  50|  42|  22|  34|Technician  |--          |Sticky Hold |DeepSeaScale (common), Dark Gem (rare)
236|Tyrogue      |BUG              |  43|  15|  52|  41|  49|  11|Truant      |--          |Normalize   |Lagging Tail (common)
237|Hitmontop    |ICE/ELECTRIC     |  81| 108|  37|  96|  28| 105|Flash Fire  |--          |Trace       |
238|Smoochum     |ICE              |  54|  72|  25|  64|  19|  70|Flash Fire  |--          |Trace       |Leppa Berry (100%)
239|Elekid       |DARK             |  64|  47|  88| 110|  40|  10|Suction Cups|Immunity    |Color Change|Max Elixir (rare), Prism Scale (dark grass only)
240|Magby        |GROUND           |  80|  25|  68|  57|  71|  63|Flame Body  |Thick Fat   |Poison Heal |Nest Ball (rare)
241|Miltank      |BUG              | 109|  23| 105|  79|  79|  94|Immunity    |White Smoke |Air Lock    |Heal Powder (100%)
242|Blissey      |DARK/POISON      | 131| 105| 111|  43|  67|  83|Slow Start  |Flash Fire  |Torrent     |Mind Plate (common), Lemonade (rare)
243|Raikou       |PSYCHIC          | 108|  87|  70| 130| 130|  56|Early Bird  |--          |Cursed Body |Escape Rope (common), Super Potion (rare)
244|Entei        |BUG              |  78| 102|  51| 112|  78| 160|Shed Skin   |--          |Reckless    |Rock Incense (dark grass only)
245|Suicune      |FIRE/PSYCHIC     | 149|  61|  87| 215|  31|  37|Damp        |--          |Solar Power |
246|Larvitar     |GROUND           |  37|  94|  20|  53|  38|  58|Truant      |--          |Sheer Force |
247|Pupitar      |GROUND           | 116|  69|  49|  65|  36|  75|Zen Mode    |--          |Immunity    |Eviolite (common)
248|Tyranitar    |GROUND           | 132|  82| 127| 151|  68|  40|Steadfast   |Honey Gather|Marvel Scale|Earth Plate (rare)
249|Lugia        |PSYCHIC/NORMAL   | 170| 111|  42| 160| 151|  47|Water Veil  |--          |Pressure    |Black Belt (100%)
250|Ho-Oh        |FLYING/DRAGON    |  50| 182|  52| 213|  54| 128|Anticipation|--          |Sniper      |Lucky Egg (100%)
251|Celebi       |NORMAL           |  85|  40| 144|  32| 173| 126|Sturdy      |Wonder Guard|Sticky Hold |BridgeMail T (100%)
252|Treecko      |FIGHTING         |  70|  65|  31|  26|  60|  58|Heatproof   |--          |Intimidate  |Muscle Wing (dark grass only)
253|Grovyle      |FIGHTING         | 111|  74|  26|  68|  32|  95|Vital Spirit|Tinted Lens |Gluttony    |
254|Sceptile     |FIGHTING         |  43|  12| 132| 115|  75| 153|Magma Armor |Sheer Force |Rain Dish   |Gooey Mulch (rare), Health Wing (dark grass only)
255|Torchic      |FLYING           |  96|  86|  38|  39|  21|  31|Stench      |--          |Early Bird  |Destiny Knot (rare), Big Pearl (dark grass only)
